E_minus_EF_eV,energia_meV,DOS_electronica
-9.222,-9222.0,0.1620397180488262
-9.172,-9172.0,0.1630425302705448
-9.122,-9122.0,0.1650980290042488
-9.072,-9072.0,0.1675867414624787
-9.022,-9022.0,0.1707868318722954
-8.972,-8972.0,0.1742243806624851
-8.922,-8922.0,0.1770007952156894
-8.872,-8872.0,0.1778358041402555
-8.822,-8822.0,0.178910945870445
-8.772,-8772.0,0.1790505301042507
-8.722,-8722.0,0.1816928515916381
-8.672,-8672.0,0.1832839293236842
-8.622,-8622.0,0.1877499232141742
-8.572,-8572.0,0.1919103233988678
-8.522,-8522.0,0.1942326837831458
-8.472,-8472.0,0.1949102752321649
-8.422,-8422.0,0.1934697953942599
-8.372,-8372.0,0.1932646927142964
-8.322,-8322.0,0.1952247573037241
-8.272,-8272.0,0.1965461518346113
-8.222,-8222.0,0.1997383360224855
-8.172,-8172.000000000001,0.2055224795595947
-8.122,-8122.0,0.2078722120995293
-8.072,-8071.999999999999,0.2116259686743895
-8.022,-8022.0,0.2114009968588997
-7.972,-7972.0,0.2113999781989324
-7.922,-7922.0,0.2088654757791667
-7.872,-7872.0,0.2104926620570007
-7.822,-7822.0,0.2114500904249104
-7.772,-7772.0,0.2150095701957932
-7.722,-7722.0,0.220569396302317
-7.672,-7672.0,0.2244351495135889
-7.622,-7622.0,0.2290479123042058
-7.572,-7572.0,0.2301436651123683
-7.522,-7522.0,0.2302170375867209
-7.472,-7472.0,0.2263395895110458
-7.422,-7422.0,0.2239376308471531
-7.372,-7372.0,0.2230944591820184
-7.322,-7322.0,0.2265342765849154
-7.272,-7272.0,0.2314585501448482
-7.222,-7222.0,0.2368738412719524
-7.172,-7172.0,0.2429120468808634
-7.122,-7122.0,0.2455818120087986
-7.072,-7072.0,0.2480064317359596
-7.022,-7022.0,0.2469395892846664
-6.972,-6972.0,0.2449212095952841
-6.922000000000001,-6922.000000000001,0.2422774231248333
-6.872,-6872.0,0.2411245340935101
-6.822,-6822.0,0.2393185027880271
-6.772,-6772.0,0.2423759756406311
-6.722,-6722.0,0.247204407836286
-6.672000000000001,-6672.000000000001,0.2536718962802423
-6.622,-6622.0,0.2601612480892428
-6.572,-6572.0,0.2659991845519674
-6.522,-6522.0,0.2687824737676401
-6.472,-6472.0,0.2671686937201808
-6.422000000000001,-6422.000000000001,0.2636956731194178
-6.372,-6372.0,0.2584070078186629
-6.322,-6322.0,0.2541196025041281
-6.272,-6272.0,0.2544447278882973
-6.222,-6222.0,0.2579615650114936
-6.172000000000001,-6172.000000000001,0.2627982779278101
-6.122,-6122.0,0.2690759903488929
-6.072,-6072.0,0.2766474979717973
